State,Arrival_Date,Min Price,Max Price,Modal Price
Gujarat,2018-04-14,2162.5,3360.0,2771.9
Gujarat,2018-04-15,2321.4285714285716,3360.714285714286,2852.8571428571427
Gujarat,2018-04-16,2362.5,3436.0714285714284,2948.214285714286
Gujarat,2018-04-17,2507.8571428571427,3351.785714285714,2945.8571428571427
Gujarat,2018-04-18,2308.3333333333335,3725.0,3001.6666666666665
Gujarat,2018-04-19,2298.076923076923,3459.6153846153848,2913.3846153846152
Gujarat,2018-04-20,2161.3636363636365,2770.0,2461.090909090909
Gujarat,2018-04-21,2265.0,3059.0,2702.7
Gujarat,2018-04-22,2000.0,2733.3333333333335,2383.3333333333335
Gujarat,2018-04-23,1894.4444444444443,2757.222222222222,2305.5555555555557
Gujarat,2018-04-24,2186.5384615384614,3140.3846153846152,2717.3076923076924
Gujarat,2018-04-25,2185.0,3046.6666666666665,2631.6666666666665
Gujarat,2018-04-26,2087.1428571428573,2959.285714285714,2549.5714285714284
Gujarat,2018-04-27,2221.6666666666665,2961.6666666666665,2618.133333333333
Gujarat,2018-04-28,1872.5,2557.5,2171.5
Gujarat,2018-04-29,1570.0,2435.714285714286,2003.5714285714287
Gujarat,2018-04-30,1748.076923076923,2367.3076923076924,2057.6923076923076
Gujarat,2018-05-01,3830.625,5166.875,4500.5
Gujarat,2018-05-02,4470.833333333333,5716.666666666667,5064.5
Gujarat,2018-05-03,3162.5,5256.25,4493.75
Gujarat,2018-05-04,3512.8571428571427,4585.714285714285,4058.8571428571427
Gujarat,2018-05-05,1310.7142857142858,2000.7142857142858,1684.2857142857142
Gujarat,2018-05-06,2368.75,3621.25,3034.5833333333335
Gujarat,2018-05-07,2712.5,3596.785714285714,3193.8571428571427
Gujarat,2018-05-08,2666.6666666666665,3666.6666666666665,3183.3333333333335
Gujarat,2018-05-09,2678.846153846154,3640.3846153846152,3188.4615384615386
Gujarat,2018-05-10,1993.3333333333333,2591.6666666666665,2328.266666666667
Gujarat,2018-05-11,2218.181818181818,3019.090909090909,2625.0
Gujarat,2018-05-13,1733.3333333333333,2477.777777777778,2108.3333333333335
Gujarat,2018-05-14,1567.857142857143,2321.4285714285716,1947.857142857143
Gujarat,2018-05-15,1931.111111111111,2555.5555555555557,2259.4444444444443
Gujarat,2018-05-16,1724.6153846153845,2361.5384615384614,2017.3076923076924
Gujarat,2018-05-17,1690.0,2526.0,2095.133333333333
Gujarat,2018-05-18,1740.4166666666667,2514.5833333333335,2162.5
Gujarat,2018-05-19,1872.9166666666667,2589.5833333333335,2264.5833333333335
Gujarat,2018-05-20,1636.6666666666667,2528.3333333333335,2075.0
Gujarat,2018-05-21,1721.5384615384614,2605.0,2216.923076923077
Gujarat,2018-05-22,2050.4166666666665,2737.9166666666665,2396.0
Gujarat,2018-05-23,1900.5555555555557,2479.4444444444443,2210.5555555555557
Gujarat,2018-05-24,2018.75,2606.25,2330.625
Gujarat,2018-05-25,1990.909090909091,2590.909090909091,2315.909090909091
Gujarat,2018-05-26,2128.3333333333335,2762.777777777778,2457.777777777778
Gujarat,2018-05-27,2120.0,2783.3333333333335,2466.6666666666665
Gujarat,2018-05-28,1900.0,2758.3333333333335,2365.222222222222
Gujarat,2018-05-29,2254.4444444444443,2865.0,2576.6666666666665
Gujarat,2018-05-30,2181.818181818182,2686.3636363636365,2433.3636363636365
Gujarat,2018-05-31,2247.5,2951.5,2599.9
Gujarat,2018-06-01,4258.888888888889,4834.444444444444,4552.111111111111
Gujarat,2018-06-02,4606.25,5436.875,5025.625
Gujarat,2018-06-03,4408.333333333333,4882.5,4638.166666666667
Gujarat,2018-06-04,3284.375,4034.375,3645.25
Gujarat,2018-06-05,1407.142857142857,1857.142857142857,1653.5714285714287
Gujarat,2018-06-06,2371.5384615384614,3503.846153846154,2959.6153846153848
Gujarat,2018-06-07,2791.0714285714284,3700.3571428571427,3270.785714285714
Gujarat,2018-06-08,3252.8125,3990.625,3659.6875
Gujarat,2018-06-09,2536.3636363636365,3640.909090909091,3127.2727272727275
Gujarat,2018-06-10,1848.3333333333333,2401.6666666666665,2149.9333333333334
Gujarat,2018-06-13,2451.6666666666665,4042.0833333333335,3367.6666666666665
Gujarat,2018-06-14,2637.5,4109.285714285715,3447.285714285714
Gujarat,2018-06-15,2877.5,4681.5,3899.5
Gujarat,2018-06-16,3875.0,5162.5,4435.333333333333
Gujarat,2018-06-17,3837.5,5356.25,4650.0
Gujarat,2018-06-18,3427.5,4749.0,4128.2
Gujarat,2018-06-19,2851.0,4266.0,3593.5
Gujarat,2018-06-20,3037.8571428571427,4180.0,3608.714285714286
Gujarat,2018-06-21,3132.5,4468.5,3906.7
Gujarat,2018-06-22,3102.0833333333335,4340.833333333333,3745.3333333333335
Gujarat,2018-06-23,2797.222222222222,4486.111111111111,3713.8888888888887
Gujarat,2018-06-24,3312.5,4937.5,4156.25
Gujarat,2018-06-25,3282.2727272727275,4270.0,3778.3636363636365
Gujarat,2018-06-26,2875.714285714286,3974.6428571428573,3433.214285714286
Gujarat,2018-06-27,3115.0,4154.0,3677.8
Gujarat,2018-06-28,3052.2727272727275,4479.545454545455,3818.181818181818
Gujarat,2018-06-29,2997.5,4219.0,3665.7
Gujarat,2018-06-30,3237.5,4420.833333333333,3804.1666666666665
Gujarat,2018-07-02,4803.0,4898.0,4848.0
Gujarat,2018-07-03,4154.0,5384.0,4776.0
Gujarat,2018-07-04,3221.875,3859.375,3573.125
Gujarat,2018-07-05,1646.6666666666667,2246.3333333333335,1983.8
Gujarat,2018-07-06,2387.3333333333335,3628.3333333333335,3073.6666666666665
Gujarat,2018-07-07,2316.0714285714284,3251.785714285714,2841.0
Gujarat,2018-07-08,3228.3333333333335,4063.6666666666665,3699.266666666667
Gujarat,2018-07-09,2553.125,3462.5,3039.0
Gujarat,2018-07-10,1612.5,2378.75,2014.375
Gujarat,2018-07-13,2523.6666666666665,3335.0,2947.6
Gujarat,2018-07-14,2691.6666666666665,3625.0,3163.8888888888887
Gujarat,2018-07-15,2125.0,2666.6666666666665,2416.6666666666665
Gujarat,2018-07-16,2465.5882352941176,3249.1176470588234,2902.8823529411766
Gujarat,2018-07-17,2757.1428571428573,3487.8571428571427,3140.3571428571427
Gujarat,2018-07-18,2418.3333333333335,3160.3333333333335,2809.3333333333335
Gujarat,2018-07-19,3003.157894736842,3484.7368421052633,3277.4736842105262
Gujarat,2018-07-20,2843.75,3648.4375,3277.3125
Gujarat,2018-07-21,2666.0714285714284,3478.5714285714284,3050.0
Gujarat,2018-07-22,2525.0,3112.5,2818.5
Gujarat,2018-07-23,2837.5,3657.8571428571427,3285.1428571428573
Gujarat,2018-07-24,2875.3846153846152,3567.6923076923076,3261.923076923077
Gujarat,2018-07-25,2940.3846153846152,3583.076923076923,3251.153846153846
Gujarat,2018-07-26,3039.285714285714,3800.0,3451.785714285714
Gujarat,2018-07-27,2925.0,3601.3333333333335,3298.133333333333
Gujarat,2018-07-28,3216.4285714285716,3771.785714285714,3476.1428571428573
Gujarat,2018-07-29,3000.0,3833.3333333333335,3433.3333333333335
Gujarat,2018-07-30,3397.5,3997.5,3706.3
Gujarat,2018-07-31,3579.6153846153848,4262.692307692308,3942.230769230769
Gujarat,2018-08-01,4618.333333333333,5555.0,5088.166666666667
Gujarat,2018-08-02,4412.5,5401.25,4917.5
Gujarat,2018-08-03,4314.285714285715,4929.285714285715,4639.285714285715
Gujarat,2018-08-04,2812.5,3687.5,3200.0
Gujarat,2018-08-05,1514.2857142857142,2251.785714285714,1920.5
Gujarat,2018-08-06,2508.3333333333335,3885.0,3233.3333333333335
Gujarat,2018-08-07,1500.0,2500.0,2050.0
Gujarat,2018-08-08,3380.3571428571427,4311.428571428572,3888.714285714286
Gujarat,2018-08-09,2567.3076923076924,3713.4615384615386,3136.5384615384614
Gujarat,2018-08-10,1936.6666666666667,2523.3333333333335,2250.0
Gujarat,2018-08-13,3234.722222222222,4052.5,3678.3333333333335
Gujarat,2018-08-14,3245.3125,4304.6875,3812.4375
Gujarat,2018-08-15,2750.0,3950.0,3441.6666666666665
Gujarat,2018-08-16,2911.3333333333335,3895.0,3464.8
Gujarat,2018-08-17,2922.222222222222,3888.8888888888887,3472.222222222222
Gujarat,2018-08-18,2911.5384615384614,4003.846153846154,3478.846153846154
Gujarat,2018-08-19,2625.0,4000.0,3325.0
Gujarat,2018-08-20,2973.5714285714284,4111.071428571428,3556.5714285714284
Gujarat,2018-08-21,3488.5714285714284,4451.428571428572,3982.4285714285716
Gujarat,2018-08-22,3396.4285714285716,4225.0,3810.714285714286
Gujarat,2018-08-23,3147.0,4016.3333333333335,3618.6666666666665
Gujarat,2018-08-24,3354.6875,4297.8125,3860.875
Gujarat,2018-08-25,3494.6428571428573,4364.642857142857,3943.9285714285716
Gujarat,2018-08-26,3500.0,4666.666666666667,4083.3333333333335
Gujarat,2018-08-27,3157.8125,4400.0,3817.1875
Gujarat,2018-08-28,3176.5625,4428.125,3835.9375
Gujarat,2018-08-29,3360.714285714286,4600.0,4000.0
Gujarat,2018-08-30,3208.9285714285716,4498.214285714285,3869.6428571428573
Gujarat,2018-08-31,3389.705882352941,4310.294117647059,3880.823529411765
Gujarat,2018-09-01,4179.166666666667,4718.333333333333,4453.166666666667
Gujarat,2018-09-02,3591.6666666666665,4438.333333333333,4061.6666666666665
Gujarat,2018-09-03,3320.0,6310.0,4819.8
Gujarat,2018-09-04,3044.4444444444443,4083.3333333333335,3600.0
Gujarat,2018-09-05,1850.0,2471.785714285714,2198.0
Gujarat,2018-09-06,2372.5,3721.6666666666665,3098.5
Gujarat,2018-09-07,2569.4444444444443,3552.777777777778,3097.1111111111113
Gujarat,2018-09-08,3266.0,3975.0,3645.4666666666667
Gujarat,2018-09-09,2700.0,3775.0,3250.0
Gujarat,2018-09-10,2187.5,2757.5,2503.75
Gujarat,2018-09-13,2287.5,3001.5,2634.4
Gujarat,2018-09-14,2081.6666666666665,3090.6666666666665,2524.4666666666667
Gujarat,2018-09-15,2017.3076923076924,2725.0,2413.3846153846152
Gujarat,2018-09-16,1937.5,2875.0,2450.0
Gujarat,2018-09-17,2065.3333333333335,2489.3333333333335,2288.6666666666665
Gujarat,2018-09-18,1761.904761904762,2236.904761904762,2002.5714285714287
Gujarat,2018-09-19,2025.0,2460.714285714286,2268.714285714286
Gujarat,2018-09-20,1705.357142857143,2273.214285714286,1994.642857142857
Gujarat,2018-09-21,1712.3076923076924,2205.769230769231,1978.2307692307693
Gujarat,2018-09-22,1712.5,2312.1428571428573,2021.2142857142858
Gujarat,2018-09-23,916.6666666666666,1666.6666666666667,1291.6666666666667
Gujarat,2018-09-24,1551.923076923077,2251.923076923077,1913.3846153846155
Gujarat,2018-09-25,1679.5454545454545,2361.3636363636365,2036.3636363636363
Gujarat,2018-09-26,1722.0588235294117,2128.529411764706,1942.9411764705883
Gujarat,2018-09-27,1696.3636363636363,2236.818181818182,2005.1818181818182
Gujarat,2018-09-28,1736.875,2275.9375,2023.5625
Gujarat,2018-09-29,1469.642857142857,2048.214285714286,1783.857142857143
Gujarat,2018-09-30,950.0,1750.0,1360.7142857142858
Gujarat,2018-10-01,4743.333333333333,5805.0,5254.0
Gujarat,2018-10-02,3770.8333333333335,4823.333333333333,4291.666666666667
Gujarat,2018-10-03,4057.1428571428573,5546.428571428572,4802.714285714285
Gujarat,2018-10-04,3042.8571428571427,4082.1428571428573,3612.5
Gujarat,2018-10-05,1836.3636363636363,2363.6363636363635,2128.6363636363635
Gujarat,2018-10-06,3258.3333333333335,4375.0,3941.6666666666665
Gujarat,2018-10-07,2636.5384615384614,3372.3076923076924,3027.4615384615386
Gujarat,2018-10-08,3301.3888888888887,4088.3333333333335,3718.0555555555557
Gujarat,2018-10-09,2725.0,3481.6666666666665,3121.6666666666665
Gujarat,2018-10-10,2259.0,2972.5,2710.7
Gujarat,2018-10-13,2319.5833333333335,2705.8333333333335,2535.5833333333335
Gujarat,2018-10-14,2716.6666666666665,3350.0,3066.6666666666665
Gujarat,2018-10-15,2698.3333333333335,3390.0,3048.3333333333335
Gujarat,2018-10-16,2868.75,3612.5,3263.5
Gujarat,2018-10-17,2556.25,3413.3333333333335,2999.3333333333335
Gujarat,2018-10-18,2716.6666666666665,3300.0,3012.5
Gujarat,2018-10-19,3010.0,3598.4615384615386,3298.4615384615386
Gujarat,2018-10-20,2847.9166666666665,3522.9166666666665,3204.0833333333335
Gujarat,2018-10-21,3130.0,3524.0,3346.8
Gujarat,2018-10-22,3064.1666666666665,3698.3333333333335,3385.4166666666665
Gujarat,2018-10-23,2861.153846153846,3751.923076923077,3314.153846153846
Gujarat,2018-10-24,2929.1666666666665,3630.0,3286.8333333333335
Gujarat,2018-10-25,2809.6153846153848,3419.230769230769,3164.3846153846152
Gujarat,2018-10-26,2875.3846153846152,3426.153846153846,3173.769230769231
Gujarat,2018-10-27,2672.5,3407.5,3052.5
Gujarat,2018-10-28,2990.0,3855.0,3500.0
Gujarat,2018-10-29,2703.125,3468.75,3129.6875
